Time,Title,Types,Number of reads,Comments,Author
08-05 16:11,翌日披露報表,公告,15813,1,汇丰控股资讯
08-04 19:45,Making a statement,研报,5961,0,汇丰控股资讯
08-04 19:45,Surprise US$2.5bn buyback but 10% ROE ta,研报,5906,0,汇丰控股资讯
08-04 18:42,业绩焦点,研报,6599,1,汇丰控股资讯
08-04 12:13,股份回購,公告,8168,1,汇丰控股资讯
08-04 09:09,An end of deleveraging?,研报,6294,0,汇丰控股资讯
08-03 18:12,业绩焦点：汇丰控股有限公司,研报,8443,1,汇丰控股资讯
08-03 17:04,"Resetting the dividend, better 2Q16 resu",研报,6321,0,汇丰控股资讯
08-03 12:27,2016年中期業績摘要,公告,9224,1,汇丰控股资讯
08-03 12:12,"發行人剛在本網站英文版面發布一項公告,相",公告,4970,0,汇丰控股资讯
08-03 11:44,The Neverending Story,研报,6295,0,汇丰控股资讯
08-02 17:45,截至2016年7月31日止月份之股份發行人的證,公告,5546,0,汇丰控股资讯
08-02 17:44,翌日披露報表,公告,5521,0,汇丰控股资讯
08-01 15:34,汇丰控股给予买入评级，目标价看57元,研报,7434,0,汇丰控股资讯
08-01 08:47,"發行人剛在本網站英文版面發布一項公告,相",公告,7612,0,汇丰控股资讯
07-21 14:18,汇丰控股给予持有评级，目标价为50元,研报,7280,0,汇丰控股资讯
07-20 16:26,2016年度中期業績及第二次股息,公告,9716,0,汇丰控股资讯
07-20 14:57,汇丰控股维持买入评级，目标价52元,研报,7301,0,汇丰控股资讯
07-18 14:48,Halfway through Plan A,研报,8821,0,汇丰控股资讯
07-14 17:18,翌日披露報表,公告,7614,0,汇丰控股资讯
07-08 09:02,"發行人剛在本網站英文版面發布一項公告,相",公告,7319,0,汇丰控股资讯
07-07 17:33,翌日披露報表,公告,7474,0,汇丰控股资讯
07-07 17:17,截至2016年6月30日止月份之股份發行人的證,公告,7043,0,汇丰控股资讯
07-06 17:41,汇丰控股维持中性评级，目标价46元,研报,9703,1,汇丰控股资讯
07-04 09:14,"發行人剛在本網站英文版面發布一項公告,相",公告,7378,0,汇丰控股资讯
07-04 09:14,"發行人剛在本網站英文版面發布一項公告,相",公告,7111,0,汇丰控股资讯
06-30 17:39,翌日披露報表,公告,7391,0,汇丰控股资讯
06-30 14:25,2016年度第一次股息,公告,3165,0,汇丰控股资讯
06-29 08:49,"發行人剛在本網站英文版面發布一項公告,相",公告,8731,0,汇丰控股资讯
06-27 22:00,2016年度第一次股息,公告,13022,0,汇丰控股资讯
06-16 17:42,翌日披露報表,公告,10445,0,汇丰控股资讯
06-08 17:32,翌日披露報表,公告,11457,0,汇丰控股资讯
06-08 09:20,"發行人剛在本網站英文版面發布一項公告,相應中文版本",公告,8505,0,汇丰控股资讯
06-02 17:46,翌日披露報表,公告,7816,0,汇丰控股资讯
06-02 17:21,截至2016年5月31日止月份之股份發行人的證券變動月報,公告,7303,0,汇丰控股资讯
06-02 16:29,2016年度第一次股息;以股代息,公告,11669,0,汇丰控股资讯
06-02 07:58,發行永久後償或有可轉換證券,公告,8085,0,汇丰控股资讯
06-02 00:43,英国退欧风险增加 汇丰控股拖累港股,资讯,12724,0,汇丰控股资讯
06-01 17:18,翌日披露報表,公告,8097,0,汇丰控股资讯
05-26 17:20,翌日披露報表,公告,10854,0,汇丰控股资讯
05-26 17:15,2016年度第一次股息以股代息選擇,公告,13158,1,汇丰控股资讯
05-25 07:34,發行永久後償或有可轉換證券,公告,11605,0,汇丰控股资讯
05-18 10:41,人民币兑日元下跌17% 日本的痛苦成中国的幸福,资讯,12079,72,汇丰控股资讯
05-17 17:44,翌日披露報表,公告,3560,0,汇丰控股资讯
05-16 13:58,Model Update,研报,11659,1,汇丰控股资讯
05-09 15:34,Why its progressive dividend policy coul,研报,9539,0,汇丰控股资讯
05-05 17:42,翌日披露報表,公告,7535,0,汇丰控股资讯
05-05 17:20,截至2016年4月30日止月份之股份發行人的證,公告,6720,0,汇丰控股资讯
05-05 15:11,"1Q16 results: better cost performance, b",研报,7355,0,汇丰控股资讯
05-05 14:33,"Above expectations, closing negative jaw",研报,7451,0,汇丰控股资讯
05-04 05:56,1Q16 results: improved cost performance,研报,1920,0,汇丰控股资讯
05-03 16:52,董事會成員名單及角色與職務,公告,7282,0,汇丰控股资讯
05-03 12:29,盈利公布,公告,15994,7,汇丰控股资讯
04-30 04:09,莫让HDR沦为香港市场的“鸡肋”,资讯,6425,0,汇丰控股资讯
04-25 16:36,董事會成員名單及角色與職務,公告,4699,1,汇丰控股资讯
04-22 23:09,2016年股東周年大會投票表決結果,公告,12288,0,汇丰控股资讯
04-22 18:23,股東周年大會聲明,公告,6298,0,汇丰控股资讯
04-22 06:09,汇丰控股领涨港股,资讯,4740,2,汇丰控股资讯
04-21 17:34,翌日披露報表,公告,4384,1,汇丰控股资讯
04-21 15:23,维持中性评级，目标价至48元,研报,6457,1,汇丰控股资讯
04-20 19:23,2016年第一季盈利公布及2016年度第一次股息,公告,11427,1,汇丰控股资讯
04-19 11:33,Opportunities in China,研报,5885,0,汇丰控股资讯
04-19 10:46,汇丰主席：不满意股价表现,资讯,4793,0,汇丰控股资讯
04-19 08:14,今年来股价下挫近20% 汇丰称考虑回购股份,资讯,7384,0,汇丰控股资讯
04-15 09:10,给予减持评级，目标价45元,研报,7445,0,汇丰控股资讯
04-15 09:10,给予减持评级，目标价45元,研报,6261,0,汇丰控股资讯
04-15 08:07,麦格理：汇丰控股裂口突破20天线 权证成交,资讯,2612,0,汇丰控股资讯
04-13 17:02,2015年度第四次股息,公告,11379,0,汇丰控股资讯
04-12 14:02,Testing the yield support,研报,7688,0,汇丰控股资讯
04-12 06:24,港股延续区间震荡格局,资讯,8501,0,汇丰控股资讯
04-11 20:19,2015年度第四次股息,公告,8941,0,汇丰控股资讯
04-09 02:04,汇丰拟在华成立合资券商 持有多数股权,资讯,2808,0,汇丰控股资讯
04-07 17:07,翌日披露報表,公告,7805,0,汇丰控股资讯
04-01 19:22,截至2016年3月31日止月份之股份發行人的證,公告,5592,0,汇丰控股资讯
04-01 19:22,翌日披露報表,公告,6050,0,汇丰控股资讯
03-31 17:07,翌日披露報表,公告,4017,0,汇丰控股资讯
03-24 18:30,翌日披露報表,公告,9456,0,汇丰控股资讯
03-24 17:12,汇丰控股确信买入，目标价降至67元,研报,14609,0,汇丰控股资讯
03-23 17:09,匯豐董事委任,公告,10061,0,汇丰控股资讯
03-18 16:46,Priced to under-deliver; keep CL-Buy on ,研报,13183,0,汇丰控股资讯
03-18 14:47,2015年報及賬目(附僱員股份計劃),公告,13332,0,汇丰控股资讯
03-17 19:44,2015年報及賬目(附僱員股份計劃),公告,13149,0,汇丰控股资讯
03-17 19:41,於2015年12月31日的資本及風險管理第三支柱,公告,12563,0,汇丰控股资讯
03-17 19:41,2015年度第四次股息;以股代息,公告,16299,0,汇丰控股资讯
03-17 19:39,2016年股東周年大會通告,公告,12602,0,汇丰控股资讯
03-17 19:38,2016年股東周年大會代表委任表格,公告,12384,0,汇丰控股资讯
03-17 19:30,2016年股東周年大會通告,公告,12578,0,汇丰控股资讯
03-16 18:12,翌日披露報表,公告,13366,0,汇丰控股资讯
03-16 17:44,根據香港上市規則第13.36(1)條就或有可轉換,公告,13553,0,汇丰控股资讯
03-15 18:05,翌日披露報表,公告,10793,0,汇丰控股资讯
03-11 17:52,翌日披露報表,公告,17898,0,汇丰控股资讯
03-10 18:34,翌日披露報表,公告,12750,0,汇丰控股资讯
03-10 18:21,2015年度第四次股息以股代息選擇,公告,15612,1,汇丰控股资讯
03-08 18:20,翌日披露報表,公告,16028,0,汇丰控股资讯
03-03 10:36,高通涉在华行贿遭美罚750万美元,资讯,1882,0,汇丰控股资讯
03-03 08:54,盈利预计继续下滑，维持“中性”评级,研报,17674,0,汇丰控股资讯
03-02 20:14,翌日披露報表,公告,13290,0,汇丰控股资讯
03-02 20:03,截至2016年2月29日止月份之股份發行人的證,公告,13507,0,汇丰控股资讯
03-01 18:54,翌日披露報表,公告,11041,0,汇丰控股资讯
03-01 18:25,對證券上市規則作出修訂使匯豐控股有限公司,公告,10642,0,汇丰控股资讯
03-01 16:58,董事會成員名單及角色與職務,公告,10117,0,汇丰控股资讯
02-29 10:13,汇丰控股王者归来：是时候抄底香港 抄底汇,资讯,17710,2,汇丰控股资讯
02-27 13:24,汇丰控股给予减持评级，目标价47.5港元,研报,3985,0,汇丰控股资讯
02-27 09:21,汇丰控股给予减持评级，目标价51元,研报,2044,0,汇丰控股资讯
02-27 09:21,汇丰控股给予减持评级，目标价51元,研报,1983,0,汇丰控股资讯
02-26 18:15,翌日披露報表,公告,13045,0,汇丰控股资讯
02-25 19:24,汇丰控股重申持有评级，目标价47.8元,研报,15530,0,汇丰控股资讯
02-25 18:08,重申跑赢大市评级，目标价至52元,研报,14487,0,汇丰控股资讯
02-25 17:55,汇丰控股给予买入评级 目标价77元,研报,15847,0,汇丰控股资讯
02-25 17:54,汇丰控股降至沽售评级 目标价38元,研报,17915,0,汇丰控股资讯
02-25 17:34,汇丰控股维持确信买入名单目标价至70元,研报,13637,0,汇丰控股资讯
02-25 17:34,汇丰控股维持确信买入名单目标价至70元,研报,14196,0,汇丰控股资讯
02-25 05:23,余丰慧：银行若跟不上新科技步伐 可能面临,资讯,42025,26,汇丰控股资讯
02-25 00:00,汇丰控股维持持有评级，目标价55.6元,研报,904,0,汇丰控股资讯
02-24 18:16,翌日披露報表,公告,16392,0,汇丰控股资讯
02-24 17:51,4Q15: Tepid top line the key challenge,研报,16354,0,汇丰控股资讯
02-24 15:17,Red:HSBC reported an unexpected loss in ,研报,16057,0,汇丰控股资讯
02-24 14:29,Tougher operating environment and higher,研报,16357,0,汇丰控股资讯
02-24 14:17,因监管问题 ING放弃收购汇丰土耳其业务,资讯,2270,0,汇丰控股资讯
02-24 10:24,4Q15 below expectations but DPS/outlook ,研报,15966,0,汇丰控股资讯
02-24 03:35,高盛和汇丰等联手呼吁：让英国留在欧盟,资讯,2096,1,汇丰控股资讯
02-23 22:01,4Q15 result - rising impairment charges ,研报,16041,0,汇丰控股资讯
02-23 16:46,恒生汇丰强弱互见 留意汇丰购26088恒生购25,资讯,1820,0,汇丰控股资讯
02-23 11:30,4Q15 results: miss on impairments and in,研报,15639,0,汇丰控股资讯
02-23 07:25,汇控去年税前盈利小幅增长,资讯,1521,0,汇丰控股资讯
02-23 00:00,"4Q15 earnings miss, but valuation suppor",研报,1203,0,汇丰控股资讯
02-22 23:23,汇丰去年第四季税前亏逾8亿美元 恒生全年净,资讯,10095,3,汇丰控股资讯
02-22 16:20,汇控四季度税前亏损8.58亿美元 股价下跌,资讯,4554,1,汇丰控股资讯
02-22 13:35,美媒：中国中小城市也有僵尸企业 需淘汰过,资讯,1557,0,汇丰控股资讯
02-22 12:55,"發行人剛在本網站英文版面發布一項公告,相",公告,28443,0,汇丰控股资讯
02-22 12:19,"發行人剛在本網站英文版面發布一項公告,相",公告,29360,0,汇丰控股资讯
02-22 12:17,汇丰控股四季度巨亏！,资讯,7804,4,汇丰控股资讯
02-22 12:04,2015年業績摘要,公告,32414,1,汇丰控股资讯
02-19 15:57,4Q15 results preview,研报,1593,0,汇丰控股资讯
02-19 14:23,融慧财经：汇丰控股业绩前瞻,资讯,5083,1,汇丰控股资讯
02-17 18:33,翌日披露報表,公告,22095,1,汇丰控股资讯
02-16 04:33,美股强势加刺激措施预期 亚太地区股市齐齐,资讯,3974,1,汇丰控股资讯
02-15 12:55,汇丰继续以英国为总部 香港金管局：尊重决,资讯,2991,1,汇丰控股资讯
02-15 11:33,汇丰控股决定继续以英国为总部 亚洲仍是策,资讯,2801,1,汇丰控股资讯
02-15 06:20,匯豐決定繼續以英國為總部,公告,83726,1,汇丰控股资讯
02-05 16:44,2015年度末期業績及第四次股息;6.20厘非累,公告,13004,3,汇丰控股资讯
02-05 00:00,汇丰控股维持中性评级，目标价57.9元,研报,3285,1,汇丰控股资讯
02-03 18:17,翌日披露報表,公告,13364,1,汇丰控股资讯
02-03 17:33,截至2016年1月31日止月份之股份發行人的證,公告,12546,1,汇丰控股资讯
01-29 23:55,汇丰拟在华成立合资券商 持有多数股权,资讯,3882,2,汇丰控股资讯
01-27 08:56,"發行人剛在本網站英文版面發布一項公告,相應中文版本",公告,14741,1,汇丰控股资讯
01-25 17:06,汇丰控股涨逾1% 本周开董事会商议会否迁册,资讯,5081,1,汇丰控股资讯
01-21 17:55,翌日披露報表,公告,18315,1,汇丰控股资讯
01-21 00:00,降中性评级，目标价下调至57元,研报,1019,0,汇丰控股资讯
01-13 09:05,"發行人剛在本網站英文版面發布一項公告,相",公告,15226,1,汇丰控股资讯
01-09 01:35,港股2016首周跌近7% 创逾四年纪录,资讯,11053,9,汇丰控股资讯
01-07 16:37,截至2015年12月31日止月份之股份發行人的證,公告,16967,0,汇丰控股资讯
01-04 17:36,董事會成員名單及角色與職務,公告,12321,0,汇丰控股资讯
12-31 18:03,翌日披露報表,公告,14979,0,汇丰控股资讯
12-22 17:56,翌日披露報表,公告,10711,0,汇丰控股资讯
12-18 14:24,圣诞钟响起 有只港股被内地投资人疯狂买入,资讯,13620,1,汇丰控股资讯
12-17 18:58,翌日披露報表,公告,13696,0,汇丰控股资讯
12-16 02:13,恒指9连跌创31年纪录 谁在做空？,资讯,9517,4,汇丰控股资讯
12-15 18:28,翌日披露報表,公告,10064,0,汇丰控股资讯
12-15 12:01,於其他市場發布的公告 (發行人剛在本網站英,公告,811,0,汇丰控股资讯
12-15 11:19,第三期中期股息,公告,1547,0,汇丰控股资讯
12-15 11:19,2004年度第三期中期股息,公告,1048,0,汇丰控股资讯
12-15 10:42,更改董事,公告,886,0,汇丰控股资讯
12-15 10:16,於其他市場發布的公告 (發行人剛在本網站英,公告,857,0,汇丰控股资讯
12-15 10:12,年度回顧及電子通訊之股東信函,公告,931,0,汇丰控股资讯
12-15 09:57,更改董事,公告,725,0,汇丰控股资讯
12-15 09:47,於其他市場發布的公告 (發行人剛在本網站英,公告,679,0,汇丰控股资讯
12-15 09:42,業績公告 (摘要),公告,809,0,汇丰控股资讯
12-15 09:42,公告,公告,794,0,汇丰控股资讯
12-15 09:41,業績公告,公告,799,0,汇丰控股资讯
12-15 09:31,更改董事,公告,683,0,汇丰控股资讯
12-15 09:18,股東大會通告,公告,670,0,汇丰控股资讯
12-15 09:17,致股東信函,公告,736,0,汇丰控股资讯
12-15 08:52,年報,公告,783,0,汇丰控股资讯
12-15 08:15,公告,公告,747,0,汇丰控股资讯
12-15 08:14,第一期中期股息,公告,808,0,汇丰控股资讯
12-15 07:55,股東大會結果,公告,733,0,汇丰控股资讯
12-15 06:54,業績公告 (摘要),公告,713,0,汇丰控股资讯
12-15 06:54,業績公告,公告,585,0,汇丰控股资讯
12-15 06:44,中期報告,公告,672,0,汇丰控股资讯
12-15 06:44,有關電子通訊之股東信函,公告,614,0,汇丰控股资讯
12-15 06:14,公告,公告,595,0,汇丰控股资讯
12-15 06:14,於其他市場發布的公告 (發行人剛在本網站英,公告,521,0,汇丰控股资讯
12-15 06:04,公告,公告,599,0,汇丰控股资讯
12-15 05:43,公告,公告,698,0,汇丰控股资讯
12-15 05:33,於其他市場發布的公告 (發行人剛在本網站英,公告,672,0,汇丰控股资讯
12-15 05:33,於其他市場發布的公告 (發行人剛在本網站英,公告,670,0,汇丰控股资讯
12-15 05:33,於其他市場發布的公告 (發行人剛在本網站英,公告,696,0,汇丰控股资讯
12-15 05:33,於其他市場發布的公告 (發行人剛在本網站英,公告,692,0,汇丰控股资讯
12-15 05:23,第三期中期股息,公告,587,0,汇丰控股资讯
12-15 05:22,公告,公告,541,0,汇丰控股资讯
12-15 04:58,公告,公告,497,0,汇丰控股资讯
12-15 04:56,於其他市場發布的公告 (發行人剛在本網站英,公告,541,0,汇丰控股资讯
12-15 04:28,更改董事,公告,526,0,汇丰控股资讯
12-15 04:22,有關年度回顧及電子通訊之股東信函,公告,595,0,汇丰控股资讯
12-15 04:06,於其他市場發布的公告 (發行人剛在本網站英,公告,499,0,汇丰控股资讯
12-15 03:59,公告,公告,509,0,汇丰控股资讯
12-15 03:59,公告,公告,472,0,汇丰控股资讯
12-15 03:55,業績公告,公告,485,0,汇丰控股资讯
12-15 03:55,業績公告 (摘要),公告,441,0,汇丰控股资讯
12-15 03:54,於其他市場發布的公告 (發行人剛在本網站英,公告,438,0,汇丰控股资讯
12-15 03:24,股東大會通告,公告,409,0,汇丰控股资讯
12-15 03:24,致股東信函,公告,543,0,汇丰控股资讯
12-15 03:23,年度回顧,公告,517,0,汇丰控股资讯
12-15 03:23,年報,公告,473,0,汇丰控股资讯
12-15 03:17,於其他市場發布的公告 (發行人剛在本網站英,公告,345,0,汇丰控股资讯
12-15 03:17,於其他市場發布的公告 (發行人剛在本網站英,公告,324,0,汇丰控股资讯
12-15 03:17,於其他市場發布的公告 (發行人剛在本網站英,公告,320,0,汇丰控股资讯
12-15 03:17,於其他市場發布的公告 (發行人剛在本網站英,公告,360,0,汇丰控股资讯
12-15 03:17,於其他市場發布的公告 (發行人剛在本網站英文版面發布,公告,415,0,汇丰控股资讯
12-15 03:17,於其他市場發布的公告 (發行人剛在本網站英文版面發布,公告,464,0,汇丰控股资讯
12-15 02:54,於其他市場發布的公告 (發行人剛在本網站英文版面發布,公告,509,0,汇丰控股资讯
12-15 02:54,於其他市場發布的公告 (發行人剛在本網站英文版面發布,公告,366,0,汇丰控股资讯
12-15 02:54,於其他市場發布的公告 (發行人剛在本網站英文版面發布,公告,473,0,汇丰控股资讯
12-15 02:36,公告,公告,344,0,汇丰控股资讯
12-15 02:35,第一期中期股息,公告,452,0,汇丰控股资讯
12-15 02:05,股東大會結果,公告,489,0,汇丰控股资讯
12-15 02:03,於其他市場發布的公告 (發行人剛在本網站英文版面發布,公告,486,0,汇丰控股资讯
12-15 01:50,於其他市場發布的公告 (發行人剛在本網站英文版面發布,公告,484,0,汇丰控股资讯
12-15 01:13,業績公告 (摘要),公告,457,0,汇丰控股资讯
12-15 01:13,業績公告,公告,474,0,汇丰控股资讯
12-15 01:09,於其他市場發布的公告 (發行人剛在本網站英文版面發布,公告,452,0,汇丰控股资讯
12-15 01:09,於其他市場發布的公告 (發行人剛在本網站英文版面發布,公告,496,0,汇丰控股资讯
12-15 01:08,新聞稿,公告,457,0,汇丰控股资讯
12-15 01:00,中期報告,公告,456,0,汇丰控股资讯
12-15 00:59,致股東信函,公告,469,0,汇丰控股资讯
12-15 00:43,於其他市場發布的公告,公告,508,0,汇丰控股资讯
12-15 00:43,股東大會結果,公告,425,0,汇丰控股资讯
12-15 00:06,更改董事,公告,519,0,汇丰控股资讯
12-14 23:57,致股東信函,公告,477,0,汇丰控股资讯
12-14 23:57,於其他市場發布的公告 (發行人剛在本網站英文版面發布,公告,420,0,汇丰控股资讯
12-14 23:37,第三期中期股息,公告,648,0,汇丰控股资讯
12-14 23:37,2006年度第三次普通股股息,公告,457,0,汇丰控股资讯
12-14 22:42,更改董事,公告,324,0,汇丰控股资讯
12-14 22:36,致股東信函,公告,343,0,汇丰控股资讯
12-14 22:17,公告,公告,299,0,汇丰控股资讯
12-14 22:13,停牌,公告,409,0,汇丰控股资讯
12-14 22:11,公告,公告,248,0,汇丰控股资讯
12-14 22:11,匯豐控股,公告,306,0,汇丰控股资讯
12-14 22:11,公告及復牌,公告,200,0,汇丰控股资讯
12-14 22:11,公告,公告,255,0,汇丰控股资讯
12-14 22:05,公告,公告,212,0,汇丰控股资讯
12-14 22:04,公告,公告,264,0,汇丰控股资讯
12-14 22:04,公告,公告,336,0,汇丰控股资讯
12-14 22:02,有關匯豐控股,公告,589,0,汇丰控股资讯
12-14 22:02,公告,公告,305,0,汇丰控股资讯
12-14 22:02,有關匯豐控股,公告,404,0,汇丰控股资讯
12-14 22:02,公告,公告,356,0,汇丰控股资讯
12-14 22:02,有關匯豐控股,公告,328,0,汇丰控股资讯
12-14 22:01,公告,公告,240,0,汇丰控股资讯
12-14 22:01,新聞稿,公告,283,0,汇丰控股资讯
12-14 22:01,於其他市場發布的公告,公告,426,0,汇丰控股资讯
12-14 21:58,業績公告,公告,156,0,汇丰控股资讯
12-14 20:58,業績公告,公告,290,0,汇丰控股资讯
12-14 20:49,公告,公告,272,0,汇丰控股资讯
12-14 20:45,股東大會通告,公告,283,0,汇丰控股资讯
12-14 20:23,於其他市場發布的公告 (發行人剛在本網站英文版面發布,公告,211,0,汇丰控股资讯
12-14 20:23,於其他市場發布的公告 (發行人剛在本網站英文版面發布,公告,153,0,汇丰控股资讯
12-14 20:18,業績公告,公告,212,0,汇丰控股资讯
12-14 19:57,於其他市場發布的公告 (發行人剛在本網站英文版面發布,公告,221,0,汇丰控股资讯
12-14 19:52,公告,公告,195,0,汇丰控股资讯
12-14 19:32,於其他市場發布的公告 (發行人剛在本網站英文版面發布,公告,185,0,汇丰控股资讯
12-14 19:31,業績公告,公告,171,0,汇丰控股资讯
12-14 19:24,股東大會通告,公告,320,0,汇丰控股资讯
12-14 19:24,股東大會通告,公告,231,0,汇丰控股资讯
12-14 19:20,於其他市場發布的公告 (發行人剛在本網站英文版面發布,公告,264,0,汇丰控股资讯
12-14 19:09,於其他市場發布的公告 (發行人剛在本網站英文版面發布,公告,260,0,汇丰控股资讯
12-14 18:56,於其他市場發布的公告 (發行人剛在本網站英文版面發布,公告,192,0,汇丰控股资讯
12-14 18:43,於其他市場發布的公告 (發行人剛在本網站英文版面發布,公告,222,0,汇丰控股资讯
12-14 18:43,於其他市場發布的公告 (發行人剛在本網站英文版面發布,公告,182,0,汇丰控股资讯
12-14 18:43,更改董事,公告,239,0,汇丰控股资讯
12-14 18:43,業績公告,公告,153,0,汇丰控股资讯
12-14 18:42,業績公告 (摘要),公告,192,0,汇丰控股资讯
12-14 18:42,業績公告,公告,256,0,汇丰控股资讯
12-14 18:37,中期報告,公告,310,0,汇丰控股资讯
12-14 18:30,於其他市場發布的公告 (發行人剛在本網站英文版面發布,公告,223,0,汇丰控股资讯
12-14 18:30,於其他市場發布的公告 (發行人剛在本網站英文版面發布,公告,205,0,汇丰控股资讯
12-14 18:30,財務報表(重新張貼) (發行人剛在本網站英文版面發布一,公告,431,0,汇丰控股资讯
12-14 18:19,公告,公告,187,0,汇丰控股资讯
12-14 17:58,公告,公告,203,0,汇丰控股资讯
12-14 17:50,於其他市場發布的公告 (發行人剛在本網站英文版面發布,公告,192,0,汇丰控股资讯
12-14 17:50,於其他市場發布的公告 (發行人剛在本網站英文版面發布,公告,170,0,汇丰控股资讯
12-14 17:50,於其他市場發布的公告 (發行人剛在本網站英文版面發布,公告,149,0,汇丰控股资讯
12-14 17:50,於其他市場發布的公告 (發行人剛在本網站英文版面發布,公告,160,0,汇丰控股资讯
12-14 17:50,於其他市場發布的公告 (發行人剛在本網站英文版面發布,公告,236,0,汇丰控股资讯
12-14 17:37,於其他市場發布的公告 (發行人剛在本網站英文版面發布,公告,205,0,汇丰控股资讯
12-14 17:32,業績公告 (摘要),公告,305,0,汇丰控股资讯
12-14 17:32,業績公告,公告,256,0,汇丰控股资讯
12-14 17:24,於其他市場發布的公告 (發行人剛在本網站英文版面發布,公告,179,0,汇丰控股资讯
12-14 17:24,於其他市場發布的公告 (發行人剛在本網站英文版面發布,公告,190,0,汇丰控股资讯
12-14 17:21,股東大會通告,公告,204,0,汇丰控股资讯
12-14 17:16,財務報表摘要,公告,166,0,汇丰控股资讯
12-14 17:16,年報,公告,278,0,汇丰控股资讯
12-14 16:49,於其他市場發布的公告 (發行人剛在本網站英文版面發布,公告,163,0,汇丰控股资讯
12-14 16:12,業績公告,公告,232,0,汇丰控股资讯
12-14 16:12,業績公告 (摘要),公告,207,0,汇丰控股资讯
12-14 16:06,中期報告,公告,176,0,汇丰控股资讯
12-14 16:05,於其他市場發布的公告 (發行人剛在本網站英文版面發布,公告,199,0,汇丰控股资讯
12-14 15:38,於其他市場發布的公告 (發行人剛在本網站英文版面發布,公告,158,0,汇丰控股资讯
12-14 15:38,於其他市場發布的公告,公告,153,0,汇丰控股资讯
12-11 02:20,港股通成交回升近四成,资讯,1912,0,汇丰控股资讯
12-08 18:59,翌日披露報表,公告,11035,0,汇丰控股资讯
12-04 18:57,翌日披露報表,公告,1137,0,汇丰控股资讯
12-03 18:45,翌日披露報表,公告,1033,0,汇丰控股资讯
12-03 00:14,截至2015年11月30日止月份之股份發行人的證券變動月報,公告,661,0,汇丰控股资讯
12-02 19:09,翌日披露報表,公告,989,0,汇丰控股资讯
12-01 19:25,翌日披露報表,公告,908,0,汇丰控股资讯
11-26 17:52,2015年度第三次股息,公告,1601,0,汇丰控股资讯
11-24 18:52,翌日披露報表,公告,1057,0,汇丰控股资讯
11-23 20:44,2015年度第三次股息,公告,1281,0,汇丰控股资讯
11-19 19:13,翌日披露報表,公告,1010,0,汇丰控股资讯
11-13 18:49,翌日披露報表,公告,1059,0,汇丰控股资讯
11-13 12:10,匯豐董事會人事變更,公告,1499,0,汇丰控股资讯
11-12 18:08,翌日披露報表,公告,1116,0,汇丰控股资讯
11-11 00:00,汇丰控股料未来30日股价跑赢同业,研报,994,0,汇丰控股资讯
11-09 00:00,董事會成員名單及角色與職務,公告,865,0,汇丰控股资讯
11-06 00:00,汇丰控股盈利显著好于预期主要受重大项目支,研报,618,0,汇丰控股资讯
11-06 00:00,汇丰控股季绩符预期，目标价下调至80元,研报,1055,0,汇丰控股资讯
11-05 18:05,翌日披露報表,公告,753,0,汇丰控股资讯
11-04 22:46,截至2015年10月31日止月份之股份發行人的證,公告,731,0,汇丰控股资讯
11-04 20:19,翌日披露報表,公告,773,0,汇丰控股资讯
11-03 16:40,2015 年度第三次股息; 以股代息,公告,2137,0,汇丰控股资讯
11-03 00:00,盈利显著好于预期主要受重大项目支出下降影,研报,804,0,汇丰控股资讯
11-02 13:34,盈利公布,公告,1001,0,汇丰控股资讯
11-02 12:44,汇丰控股第三季税前利润按年升32% 胜预期,资讯,1818,0,汇丰控股资讯
10-29 19:12,2015年度第三次股息以股代息選擇,公告,1149,0,汇丰控股资讯
10-13 23:19,(經修訂) 截至2015年9月30日止月份之股份發,公告,891,0,汇丰控股资讯
10-08 22:53,A股10月开门红 阴星收盘是不是一日游？公募,资讯,3032,18,汇丰控股资讯
10-08 22:52,A股10月开门红阴星收盘是不是一日游？公募,资讯,1761,2,汇丰控股资讯
10-08 18:04,翌日披露報表,公告,611,0,汇丰控股资讯
10-08 00:00,风险与回报相对平衡,研报,1534,0,汇丰控股资讯
10-08 00:00,反弹3%，趋势向好,研报,535,0,汇丰控股资讯
10-07 09:55,2015年度第三次股息; 6.20厘非累積美元優先,公告,1450,0,汇丰控股资讯
09-30 08:19,發行永久後償或有可轉換證券,公告,1089,0,汇丰控股资讯
09-30 04:26,恒指昨急挫近3% 沽空率飙升,资讯,1003,0,汇丰控股资讯
09-29 16:13,發行永久後償或有可轉換證券,公告,932,0,汇丰控股资讯
09-25 16:23,又一家外资投行唱多中国股市：汇丰称动荡已,资讯,2978,10,汇丰控股资讯
09-24 18:54,翌日披露報表,公告,822,0,汇丰控股资讯
09-24 17:54,2015年度第二次股息,公告,1180,0,汇丰控股资讯
09-24 08:06,沪伦通有望 关于伦敦股市你要知道的那些事,资讯,2545,0,汇丰控股资讯
09-24 01:12,多空分歧加剧 港股放量挫逾2%,资讯,1971,1,汇丰控股资讯
09-23 16:36,授出認股權,公告,1073,0,汇丰控股资讯
09-21 20:44,2015年度第二次股息,公告,1398,0,汇丰控股资讯
09-21 17:44,2015年度第三次股息,公告,1527,0,汇丰控股资讯
09-10 18:48,翌日披露報表,公告,921,0,汇丰控股资讯
09-06 09:55,汇丰控股拟延迟出售土耳其业务,资讯,1855,0,汇丰控股资讯
